LicensePlate,Categories,DateEnacted,SpecialFee,DistributionOfSpecialFee,StatutoryAuthority,AdditionalRequirements,Notes,Url,Image,ImageUrl,ImageFile
Orlando City Soccer,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Florida sports license plates are a program of the Florida Sports Foundation to support professional sports teams, charitable organizations in the state, and youth and amateur athletes. A portion of the proceeds from the Orlando City plates will benefit the Orlando City Foundation, which uses the sport of soccer to bring health and wellness activities to under served communities in the Greater Orlando area.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Orlando-City-Soccer-Florida-Specialty-License-Plate-p589952154,orlando_city_soccer,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883859204.jpg,images/orlando_city_soccer.jpg
Orlando Magic,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Since 1996 the Magic and the Florida Sports Foundation have been partnered in support of Florida’s youth and sports. The proceeds from the annual sale and renewal of the Orlando Magic license plate benefit The Orlando Magic Youth Fund and the Florida Sports Foundation Major & Regional Grant Program.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Orlando-Magic-Florida-Specialty-License-Plate-p265718880,orlando_magic,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819520214.jpg,images/orlando_magic.jpg
Palm Beach Atlantic University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Palm Beach Atlantic University, for academic enhancement. These funds help Palm Beach Atlantic University grow, expand and enhance the student experience. Are you a Palm Beach Atlantic University alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Palm-Beach-Atlantic-University-Florida-Specialty-License-Plate-p258897932,palm_beach_atlantic_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883372991.jpg,images/palm_beach_atlantic_university.jpg
Personalized Florida License Plates,,,25.00,,320.08058 Special Fee,,,https://buyfloridaspecialtyplates.com/specialty-license-plates/Personalized-Florida-License-Plates-p239069352,personalized_florida_license_plates,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1679128219.jpg,images/personalized_florida_license_plates.jpg
Phi Beta Sigma Fraternity Divine Nine,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The revenue collected annually from the sale of Divine Nine specialty license plates will be distributed to the United Negro College Fund, Inc., for college scholarships for Florida residents attending Florida’s historically black colleges and universities; the Association to Preserve African American Society, History and Tradition, Inc.; and to the individual organizations outlined in section 320.08058(101)(b), F.S. to promote community awareness and action through educational, economic, and cultural service activities within the state.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Phi-Beta-Sigma-Fraternity-Divine-Nine-Florida-Specialty-License-Plate-p541927046,phi_beta_sigma_fraternity_divine_nine,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4731727614.jpg,images/phi_beta_sigma_fraternity_divine_nine.jpg
Play Tennis,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. All proceeds go to the USTA Florida foundation where revenue is dedicated to supporting youth and adaptive tennis programs in the state of Florida.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Play-Tennis-Florida-Specialty-License-Plate-p258873924,play_tennis,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785264527.jpg,images/play_tennis.jpg
Police Athletic League,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The annual use fees are distributed to the State of Florida Association of Police Athletic/Activities Leagues, Inc. The league may use a maximum of 15% of such fees for administrative costs and a maximum of 10% to market and promote the plate. The balance is used to provide educational materials, athletic equipment, transportation, food, medical checkups, counseling, scholarships, and other direct expenses incurred by the league in conducting its youth programs.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Police-Athletic-League-Florida-Specialty-License-Plate-p265718901,police_athletic_league,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819495953.jpg,images/police_athletic_league.jpg
Protect Florida Springs,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds go to the Wildlife Foundation of Florida, Inc., a citizen support organization created pursuant to s. 379.223, who retains the first $60,000 of the annual use fees as direct reimbursement for administrative costs, startup costs, and costs incurred in the development and approval process. Thereafter, a maximum of 10% of the fees may be used for administrative costs directly associated with education programs, conservation, springs research, and grant administration of the foundation. A maximum of 15% of the fees may be used for continuing promotion and marketing of the license plate. At least 55% of the fees shall be available for competitive grants for targeted community-based springs research not currently available for state funding. The remaining 20% shall be directed toward community outreach programs aimed at implementing such research findings.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Protect-Florida-Springs-Florida-Specialty-License-Plate-p242674128,protect_florida_springs,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1697083944.jpg,images/protect_florida_springs.jpg
Protect Florida Whales,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds go to Harbor Branch Oceanographic Institute Foundation, Inc., to fund whale research, rehabilitation, and education programs. Up to 15% of the funds may be used for administrative costs directly associated with the Harbor Branch Oceanographic Institute’s Marine Mammal Research and Conservation program and this specialty license plate funding. Up to 10% may be used for continuing promotion and marketing of the license plate.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Protect-Florida-Whales-Florida-Specialty-License-Plate-p242673176,protect_florida_whales,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1697104365.jpg,images/protect_florida_whales.jpg
Protect Marine Wildlife,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The Protect Wild Dolphin Alliance is a highly collaborative team of passionate, dedicated, and experienced professionals with multi-disciplinary skills. Composed of veterinarians, technicians, scientists, resource managers, and other specialists. The Protect Marine Wildlife tag supports their efforts in conserving the habitats that support marine wildlife.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Protect-Marine-Wildlife-Florida-Specialty-License-Plate-p589952153,protect_marine_wildlife,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883940592.jpg,images/protect_marine_wildlife.jpg
Protect Our Oceans Guy Harvey,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The specialty license plate annual use fees are distributed to the Guy Harvey Ocean Foundation, Inc., to fund marine-related scientific research, including research of free-ranging pelagic marine species that inhabit, use, or migrate through Florida waters; conservation initiatives; and education and public outreach programs targeting school-aged children in the state. Up to 10% of the annual use fee revenue may be used for administrative costs directly associated with the operations of the Guy Harvey Ocean Foundation, Inc., and promotion and marketing of the specialty license plate.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Protect-Our-Oceans-Guy-Harvey-Florida-Specialty-License-Plate-p242666759,protect_our_oceans_guy_harvey,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4758610215.jpg,images/protect_our_oceans_guy_harvey.jpg
Protect The Panther,Environmental,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. 100% of the,https://buyfloridaspecialtyplates.com/specialty-license-plates/Protect-The-Panther-Florida-Specialty-License-Plate-p242670647,protect_the_panther,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4048201919.jpg,images/protect_the_panther.jpg
Protect Wild Dolphins,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds from the specialty license plate go to Harbor Branch Oceanographic Institute Foundation, Inc. to fund wild dolphins related research. Harbor Branch Oceanographic Institute Foundation, Inc. must distribute available resources for research of the wild Florida Bottle nose Dolphin. Up to 15% of the funds may be expended for administrative costs directly associated with the operations of the Foundation. Up to 10% of the funds may be used for continuing promotion and marketing of the license plate.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Protect-Wild-Dolphins-Florida-Specialty-License-Plate-p265722861,protect_wild_dolphins,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819436832.jpg,images/protect_wild_dolphins.jpg
Protect our Reefs,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE The annual use fee goes directly to Mote Marine Laboratory for the conservation and rebuilding of our reef systems Help protect, save, and restore our Coral Reefs…..buy the Protect our Reefs tag to help ensure the future of our oceans.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Protect-our-Reefs-Florida-Specialty-License-Plate-p265833216,protect_our_reefs,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819436867.jpg,images/protect_our_reefs.jpg
Ringling School of Art and Design,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Ringling School of Art and Design, for academic enhancement. These funds help Ringling School of Art and Design grow, expand and enhance the student experience. Are you a Ringling School of Art and Design alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Ringling-School-of-Art-and-Design-Specialty-License-Plate-p265690854,ringling_school_of_art_and_design,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883448845.jpg,images/ringling_school_of_art_and_design.jpg
Rollins College,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Rollins College, for academic enhancement. These funds help Rollins College grow, expand and enhance the student experience. Are you a Rollins College alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Rollins-College-Florida-Specialty-License-Plate-p258901754,rollins_college,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883526041.jpg,images/rollins_college.jpg
Saint Leo University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Saint Leo University, for academic enhancement. These funds help Saint Leo University grow, expand and enhance the student experience. Are you a Saint Leo University alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Saint-Leo-University-Florida-Specialty-License-Plate-p542709605,saint_leo_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3533616399.jpg,images/saint_leo_university.jpg
Saint Thomas University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Saint Thomas University, for academic enhancement. These funds help Saint Thomas University grow, expand and enhance the student experience. Are you a Saint Thomas University alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Saint-Thomas-University-Florida-Specialty-License-Plate-p265702780,saint_thomas_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883446636.jpg,images/saint_thomas_university.jpg
Salutes Firefighters,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Florida Firefighters Charities. Revenue goes to Florida Firefighters Charities, a s. 501(c)(3) nonprofit corporation. who distributes the moneys according to its articles of incorporation.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Salutes-Firefighters-Florida-Specialty-License-Plate-p265847403,salutes_firefighters,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819636526.jpg,images/salutes_firefighters.jpg
Salutes Veterans,Military,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenues go to the State Homes for Veterans Trust Fund, which is created in the State Treasury. All such moneys are to be administered by the Department of Veterans Affairs and must be used solely for the purpose of constructing, operating, and maintaining domiciliary and nursing homes for veterans and for continuing promotion and marketing of the license plate, subject to the requirements of Chapter 216.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Salutes-Veterans-Florida-Specialty-License-Plate-p243914964,salutes_veterans,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1704797540.jpg,images/salutes_veterans.jpg
Save Our Seas,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds generated from sales of the 'Save our Seas' specialty license plate are used for marine science research and education programs. Funds go to the Harbor Branch Oceanographic Institute Foundation, Inc. for marine science research and education programs as follows, 10% of the funds shall be distributed to the Guy Harvey Research Institute of the Nova Southeastern University Oceanographic Center to conduct fisheries and shark research in the state.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Save-Our-Seas-Florida-Specialty-License-Plate-p242673220,save_our_seas,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1697135016.jpg,images/save_our_seas.jpg
Save The Manatee,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue is deposited into the Save the Manatee Trust Fund, created within the Fish and Wildlife Conservation Commission, and shall be used only for the purposes specified in s. 379.2431 (4) (Protection of Manatees or Sea Cows.) Up to 10% may be used to promote and market the license plate.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Save-The-Manatee-Florida-Specialty-License-Plate-p242675532,save_the_manatee,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1697186081.jpg,images/save_the_manatee.jpg
Save Wild,Environmental,,25.00,"annual use fees from the specialty license plate shall be distributed to the Florida Biodiversity Foundation, Inc. , which shall retain 50 percent of the proceeds until the startup costs to develop and establish the plates have been recovered. Thereafter, the proceeds shall be used as follows: A maximum of 10 percent of the proceeds may be used to fund the administrative, promotion, and marketing costs of the license plate program and the foundation. The remaining fees shall be used by the foundation to fund research, education, and scientific study of the diversity of animals and plants and to aid in the preservation, study, conservation, and recovery of imperiled organisms.",320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The annual use fees from the specialty license plate shall be distributed to the Florida Biodiversity Foundation, Inc. , which shall retain 50 percent of the proceeds until the startup costs to develop and establish the plates have been recovered. Thereafter, the proceeds shall be used as follows: A maximum of 10 percent of the proceeds may be used to fund the administrative, promotion, and marketing costs of the license plate program and the foundation. The remaining fees shall be used by the foundation to fund research, education, and scientific study of the diversity of animals and plants and to aid in the preservation, study, conservation, and recovery of imperiled organisms.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Save-Wild-Florida-Specialty-License-Plate-p242679056,save_wild,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1697178606.jpg,images/save_wild.jpg
Scouting Teaches Values,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Boy Scouts of America in Florida. Specialty license plate Funds go to the Central Florida Council together with statistics on sales of the license plates which are tabulated by county. The Central Florida Council must distribute to each of the nine councils the moneys received from sales in the counties within the respective council. The Boy Scouts of America license plate annual use fee may be used by the councils for basic administrative expenses, office and professional services, year-round camping facilities, the recruitment of adult leaders and their continuing training, the maintenance of current facilities, and the continuing promotion and marketing of the license plate.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Scouting-Teaches-Values-Florida-Specialty-License-Plate-p258884522,scouting_teaches_values,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785266781.jpg,images/scouting_teaches_values.jpg
Share The Road,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Join the movement to transform Florida into a haven for people who bicycle and for people who love bikeable communities. For over two decades, Bike Florida and the Florida Bicycle Association have been dedicated to making the Sunshine State safer and more enjoyable for bike riders of all ages and abilities. The two non-profits pursue their missions through a blend of education, technical support, safety training, advocacy, and informational tours. With a ""Share the Road"" specialty license plate, you can proudly display your commitment to safer streets while helping to fund vital educational programs. With over 10,000 plates already on Florida roads, your support makes a real impact.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Share-The-Road-Florida-Specialty-License-Plate-p258878642,share_the_road,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785256921.jpg,images/share_the_road.jpg
Sigma Gamma Rho Sorority Divine Nine,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The revenue collected annually from the sale of Divine Nine specialty license plates will be distributed to the United Negro College Fund, Inc., for college scholarships for Florida residents attending Florida’s historically black colleges and universities; the Association to Preserve African American Society, History and Tradition, Inc.; and to the individual organizations outlined in section 320.08058(101)(b), F.S. to promote community awareness and action through educational, economic, and cultural service activities within the state.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Sigma-Gamma-Rho-Sorority-Divine-Nine-Florida-Specialty-License-Plate-p541923550,sigma_gamma_rho_sorority_divine_nine,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4731729828.jpg,images/sigma_gamma_rho_sorority_divine_nine.jpg
Southeastern University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Southeastern University, for academic enhancement. These funds help Southeastern University grow, expand and enhance the student experience. Are you a Southeastern University alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Southeastern-University-Florida-Specialty-License-Plate-p258901952,southeastern_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883526066.jpg,images/southeastern_university.jpg
Specialty,,,,,,,,https://buyfloridaspecialtyplates.com/specialty-license-plates/Specialty-Florida-License-Plate-p548885128,specialty,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1679128219.jpg,images/specialty.jpg
Florida Motorcycle,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. This is the Standard Florida Motorcycle License plate. Revenues from this plate go to motorcycle safety campaigns throughout the state of Florida. Support motorcycle safety in the sunshine state today!,https://buyfloridaspecialtyplates.com/specialty-license-plates/Standard-Florida-Motorcycle-Specialty-License-Plate-p628149251,florida_motorcycle,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4118466502.jpg,images/florida_motorcycle.jpg
State Of The Arts,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The 'State of the Arts' plate supports arts organizations, arts programs, and arts activities.The Florida Arts License Plate Program was created by the Legislature in 1994. Funds collected through the sale of these specialty plates are distributed to the counties where the plates are sold and are used to support arts organizations, programs, and activities within that county. Each county must designate a recipient organization to administer funds that support arts activities within that county. During the 2003 legislative session, Senate Bill 1954 passed, removing the Department of State from the revenue flow cycle for the Florida Arts License Plate Program. As a result of the legislation, counties receive money directly from the Department of Highway, Safety and Motor Vehicles.",https://buyfloridaspecialtyplates.com/specialty-license-plates/State-Of-The-Arts-Florida-Specialty-License-Plate-p265833433,state_of_the_arts,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819604870.jpg,images/state_of_the_arts.jpg
State Wildflower,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://buyfloridaspecialtyplates.com/specialty-license-plates/State-Wildflower-Florida-Specialty-License-Plate-p242680036,state_wildflower,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1697171866.jpg,images/state_wildflower.jpg
Stetson University,Universities,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Stetson University for academic enhancement including scholarships.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Stetson-University-Florida-Specialty-License-Plate-p240469272,stetson_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883448862.jpg,images/stetson_university.jpg
Stop Child Abuse,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Every child has potential – and we’re building a world where children realize their full potential.We’re never satisfied with “what is.” We constantly pursue “what can be.” CHS leads the charge to implement new initiatives that dramatically transform lives. Revenue goes to the Children’s Home Society of Florida and the Florida Network of Children’s Advocacy Centers as follows: The first $90,000 in annual use fees was equally divided between the two organizations, to be used to pay startup costs, including costs incurred in developing and issuing the plates.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Stop-Child-Abuse-Florida-Specialty-License-Plate-p258890365,stop_child_abuse,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785363095.jpg,images/stop_child_abuse.jpg
Stop Heart Disease,,,25.00,,320.08058 Special Fee,,,https://buyfloridaspecialtyplates.com/specialty-license-plates/Stop-Heart-Disease-Specialty-License-Plate-p238167480,stop_heart_disease,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4758658264.jpg,images/stop_heart_disease.jpg
Support Autism Programs,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to Achievement and Rehabilitation Centers, Inc., to fund service programs for autism and related disabilities throughout the state and to operate and establish programs to support individuals with autism and related disabilities through direct services, evaluation, training, and awareness. Achievement and Rehabilitation Centers, Inc., shall establish an Autism Services Grant Council that shall provide grants from available Autism license plate proceeds to nonprofit organizations for direct services and programs for individuals with autism and related disabilities and their families. Consideration for participation in such services and programs shall be given to applicants who are children or adults with autism and related disabilities and their families and shall include those who are on the Agency for Persons with Disabilities waiting lists for services. Achievement and Rehabilitation Centers, Inc., shall also establish an Autism License Plate Fund. Moneys in the fund shall be used by the grant council as provided in this paragraph. All funds received under this subsection must be used in this state.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Support-Autism-Programs-Florida-Specialty-License-Plate-p258894184,support_autism_programs,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785363188.jpg,images/support_autism_programs.jpg
Support Education,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. After 25 years and more than a million miles on Florida’s highways, the Support Education specialty license plate has a fresh look. While the design is new, the cause remains the same — when a Florida resident purchases or renews their Support Education specialty tag, $20 goes directly back to support schools, teachers and students in the county where the tag is registered.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Support-Education-Florida-Specialty-License-Plate-p258884749,support_education,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785366180.jpg,images/support_education.jpg
Support Florida Special Olympics,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to support Special Olympics in Florida.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Support-Florida-Special-Olympics-Specialty-License-Plate-p258880618,support_florida_special_olympics,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883519071.jpg,images/support_florida_special_olympics.jpg
Support Home Ownership,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Provide, promote, or otherwise support affordable housing in this state.""",https://buyfloridaspecialtyplates.com/specialty-license-plates/Support-Home-Ownership-Florida-Specialty-License-Plate-p265833438,support_home_ownership,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4748097668.png,images/support_home_ownership.png
Support Law Enforcement,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to the Florida Police Benevolent Association Heart Fund, Incorporated, a s. 501(c)(3) nonprofit corporation. The Florida Police Benevolent Association Heart Fund, Incorporated, distributes moneys according to its articles of incorporation.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Support-Law-Enforcement-Florida-Specialty-License-Plate-p238270288,support_law_enforcement,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1771151227.jpg,images/support_law_enforcement.jpg
Support Our Troops,Military,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to Support Our Troops, Inc., to be used for the benefit of Florida troops and their families. A portion of the proceeds goes to State Homes for Veterans Trust Fund within the Department of Veterans’ Affairs State Homes.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Support-Our-Troops-Florida-Specialty-License-Plate-p243914969,support_our_troops,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1704794826.jpg,images/support_our_troops.jpg
Tampa Bay Buccaneers NFL,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Since 1996 the Buccaneers and the Florida Sports Foundation have been partnered in support of Florida’s youth and sports. The proceeds from the annual sale and renewal of the Tampa Bay Buccaneers license plate benefit The Glazer Family Foundation and the Florida Sports Foundation Major & Regional Grant Program.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Tampa-Bay-Buccaneers-NFL-Florida-Specialty-License-Plate-p258875987,tampa_bay_buccaneers_nfl,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/5094076135.jpg,images/tampa_bay_buccaneers_nfl.jpg
Tampa Bay Estuary,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds go to the Tampa Bay Estuary Program created by s. 163.01 . A maximum of 5% of such fees may be used for marketing the plate. 20%, not to exceed $50,000, shall be provided to the Tampa Bay Regional Planning Council for activities of the Agency on Bay Management implementing the Council/Agency Action Plan for the restoration of the Tampa Bay estuary, as approved by the Tampa Bay Estuary Program Policy Board. The remaining proceeds must be used to implement the Comprehensive Conservation and Management Plan for Tampa Bay, pursuant to priorities approved by the Tampa Bay Estuary Program Policy Board.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Tampa-Bay-Estuary-Florida-Specialty-License-Plate-p243925011,tampa_bay_estuary,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1704792856.jpg,images/tampa_bay_estuary.jpg
Tampa Bay Lightning,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Since 1996 the Lightning and the Florida Sports Foundation have been partnered in support of Florida’s youth and sports. The proceeds from the annual sale and renewal of the Tampa Bay Lightning license plate benefit The Lightning Foundation and the Florida Sports Foundation Major & Regional Grant Program.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Tampa-Bay-Lightning-Florida-Specialty-License-Plate-p265690955,tampa_bay_lightning,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819514699.jpg,images/tampa_bay_lightning.jpg
